primaBot/2207-1/0.8 ARR/data/m_2022Jun.csv
sampling,up_since,batt,signal_quality,tick,tipping_factor
"2022-06-12T18:05:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-12T18:10:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-12T18:15:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-12T18:20:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-12T18:25:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-12T18:30:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-12T18:35:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-12T18:40:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-12T18:45:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-12T18:50:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-12T18:55:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-12T19:00:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-12T19:05:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-12T19:10:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-12T19:15:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-12T19:20:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-12T19:25:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-12T19:30:00+07", "2022-06-10T17:19:07+07",12.2, 9, 0, 0.2
"2022-06-12T19:35:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-12T19:40:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-12T19:45:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-12T19:50:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-12T19:55:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-12T20:00:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-12T20:05:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-12T20:10:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-12T20:15:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-12T20:20:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-12T20:25:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-12T20:30:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-12T20:35:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-12T20:40:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-12T20:45:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-12T20:50:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-12T20:55:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-12T21:00:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-12T21:05:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-12T21:10:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-12T21:15:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-12T21:20:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-12T21:25:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-12T21:30:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-12T21:35:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-12T21:40:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-12T21:45:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-12T21:50:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-12T21:55:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-12T22:00:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-12T22:05:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-12T22:10:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-12T22:15:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-12T22:20:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-12T22:25:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-12T22:30:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-12T22:35:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-12T22:40:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-12T22:45:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-12T22:50:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-12T22:55:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-12T23:00:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-12T23:05:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-12T23:10:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-12T23:15:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-12T23:20:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-12T23:25:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-12T23:30:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-12T23:35:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-12T23:40:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-12T23:45:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-12T23:50:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-12T23:55:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T00:00:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T00:05:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T00:10:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T00:15:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T00:20:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T00:25:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T00:30:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T00:35:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T00:40:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T00:45:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T00:50:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T00:55:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T01:00:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-13T01:05:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T01:10:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T01:15:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T01:20:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T01:25:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T01:30:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T01:35:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T01:40:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T01:45:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T01:50:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T01:55:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T02:00:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T02:05:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T02:10:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T02:15:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T02:20:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T02:25:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T02:30:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T02:35:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T02:40:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T02:45:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T02:50:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T02:55:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T03:00:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T03:05:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T03:10:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T03:15:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T03:20:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T03:25:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T03:30:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T03:35:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T03:40:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T03:45:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-13T03:50:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T03:55:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T04:00:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T04:05:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T04:10:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T04:15:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T04:20:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T04:25:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T04:30:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T04:35:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T04:40:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T04:45:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T04:50:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T04:55:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T05:00:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T05:05:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T05:10:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T05:15:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T05:20:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T05:25:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T05:30:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T05:35:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T05:40:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T05:45:00+07", "2022-06-10T17:19:07+07",12.2, 10, 0, 0.2
"2022-06-13T05:50:00+07", "2022-06-10T17:19:07+07",12.2, 10, 0, 0.2
"2022-06-13T05:55:00+07", "2022-06-10T17:19:07+07",12.2, 10, 0, 0.2
"2022-06-13T06:00:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T06:05:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T06:10:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T06:15:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T06:20:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T06:25:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T06:30:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T06:35:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T06:40:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T06:45:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T06:50:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T06:55:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T07:00:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T07:05:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T07:10:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T07:15:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T07:20:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T07:25:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T07:30:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T07:35:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T07:40:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T07:45:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T07:50:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T07:55:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-13T08:00:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-13T08:05:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-13T08:10:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T08:15:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-13T08:20:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T08:25:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T08:30:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T08:35:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-13T08:40:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-13T08:45:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T08:50:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-13T08:55:00+07", "2022-06-10T17:19:07+07",12.2, 11, 0, 0.2
"2022-06-13T09:00:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-13T09:05:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-13T09:10:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-13T09:15:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-13T09:20:00+07", "2022-06-10T17:19:07+07",12.2, 10, 0, 0.2
"2022-06-13T09:25:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-13T09:30:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-13T09:35:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-13T09:40:00+07", "2022-06-10T17:19:07+07",12.2, 13, 0, 0.2
"2022-06-13T09:45:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-13T09:50:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-13T09:55:00+07", "2022-06-10T17:19:07+07",12.2, 12, 0, 0.2
"2022-06-13T10:00:00+07", "2022-06-10T17:19:07+07",12.2, 13, 0, 0.2
"2022-06-14T14:20:00+07", "2022-06-14T14:16:58+07",12.2, 99, 0, 0.2
"2022-06-14T14:25:00+07", "2022-06-14T14:24:36+07",12.2, 13, 0, 0.2
"2022-06-14T14:30:00+07", "2022-06-14T14:27:40+07",12.2, 13, 0, 0.2
"2022-06-14T14:35:00+07", "2022-06-14T14:27:40+07",12.2, 13, 0, 0.2
"2022-06-14T14:40:00+07", "2022-06-14T14:39:07+07",12.2, 10, 0, 0.2
"2022-06-14T14:40:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T14:45:00+07", "2022-06-14T14:43:25+07",12.2, 7, 0, 0.2
"2022-06-14T14:50:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-14T14:55:00+07", "2022-06-14T14:43:25+07",12.2, 9, 0, 0.2
"2022-06-14T15:00:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-14T15:05:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-14T15:10:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T15:15:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-14T15:20:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T15:25:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T15:30:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-14T15:35:00+07", "2022-06-14T14:43:25+07",12.2, 8, 0, 0.2
"2022-06-14T15:40:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-14T15:45:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-14T15:50:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-14T15:55:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-14T16:00:00+07", "2022-06-14T14:43:25+07",12.2, 13, 0, 0.2
"2022-06-14T16:05:00+07", "2022-06-14T14:43:25+07",12.2, 13, 0, 0.2
"2022-06-14T16:10:00+07", "2022-06-14T14:43:25+07",12.2, 13, 0, 0.2
"2022-06-14T16:15:00+07", "2022-06-14T14:43:25+07",12.2, 9, 0, 0.2
"2022-06-14T16:20:00+07", "2022-06-14T14:43:25+07",12.2, 13, 0, 0.2
"2022-06-14T16:25:00+07", "2022-06-14T14:43:25+07",12.2, 13, 0, 0.2
"2022-06-14T16:30:00+07", "2022-06-14T14:43:25+07",12.2, 13, 0, 0.2
"2022-06-14T16:35:00+07", "2022-06-14T14:43:25+07",12.2, 13, 0, 0.2
"2022-06-14T16:40:00+07", "2022-06-14T14:43:25+07",12.2, 13, 0, 0.2
"2022-06-14T16:45:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T16:50:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-14T16:55:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-14T17:00:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-14T17:05:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T17:10:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T17:15:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T17:20:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T17:25:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T17:30:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T17:35:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T17:40:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T17:45:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T17:50:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T17:55:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-14T18:00:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T18:05:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T18:10:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T18:15:00+07", "2022-06-14T14:43:25+07",12.2, 13, 0, 0.2
"2022-06-14T18:20:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T18:25:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T18:30:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T18:35:00+07", "2022-06-14T14:43:25+07",12.2, 13, 0, 0.2
"2022-06-14T18:40:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T18:45:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T18:50:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T19:00:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T19:05:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T19:10:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T19:15:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T19:20:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T19:25:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T19:30:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T19:35:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T19:40:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T19:45:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T19:50:00+07", "2022-06-14T14:43:25+07",12.2, 13, 0, 0.2
"2022-06-14T19:55:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T20:00:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-14T20:05:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T20:10:00+07", "2022-06-14T14:43:25+07",12.2, 13, 0, 0.2
"2022-06-14T20:15:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T20:20:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T20:25:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T20:30:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T20:35:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T20:40:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T20:45:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T20:50:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T20:55:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T21:00:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-14T21:05:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T21:10:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T21:15:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T21:20:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-14T21:25:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T21:30:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T21:35:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T21:40:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T21:45:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T21:50:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T21:55:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T22:00:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-14T22:05:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T22:10:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T22:15:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-14T22:20:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-14T22:25:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-14T22:30:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T22:35:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T22:40:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T22:45:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T22:50:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T22:55:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
